Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Dusty Ruins Wall
appliedenergistics2:facade:0, Cable Facade - Temple Brick
appliedenergistics2:facade:0, Cable Facade - Elevator
appliedenergistics2:facade:0, Cable Facade - Timed Fall
appliedenergistics2:facade:0, Cable Facade - Sun Stone Ore
appliedenergistics2:facade:0, Cable Facade - Unown Block 'A'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'B'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'C'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'D'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'E'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'F'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'G'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'H'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'I'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'J'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'K'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'L'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'M'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'N'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'O'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'P'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'Q'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'R'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'S'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'T'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'U'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'V'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'W'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'X'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'Y'
appliedenergistics2:facade:0, Cable Facade - Unown Block 'Z'
appliedenergistics2:facade:0, Cable Facade - Unown Block '!'
appliedenergistics2:facade:0, Cable Facade - Unown Block '?'
appliedenergistics2:facade:0, Cable Facade - Blank Unown Block
appliedenergistics2:facade:0, Cable Facade - Braille Block A
appliedenergistics2:facade:0, Cable Facade - Braille Block B
appliedenergistics2:facade:0, Cable Facade - Braille Block C
appliedenergistics2:facade:0, Cable Facade - Braille Block D
appliedenergistics2:facade:0, Cable Facade - Braille Block E
appliedenergistics2:facade:0, Cable Facade - Braille Block F
appliedenergistics2:facade:0, Cable Facade - Braille Block G
appliedenergistics2:facade:0, Cable Facade - Braille Block H
appliedenergistics2:facade:0, Cable Facade - Braille Block I
appliedenergistics2:facade:0, Cable Facade - Braille Block J
appliedenergistics2:facade:0, Cable Facade - Braille Block K
appliedenergistics2:facade:0, Cable Facade - Braille Block L
appliedenergistics2:facade:0, Cable Facade - Braille Block M
appliedenergistics2:facade:0, Cable Facade - Braille Block N
appliedenergistics2:facade:0, Cable Facade - Braille Block O
appliedenergistics2:facade:0, Cable Facade - Braille Block P
appliedenergistics2:facade:0, Cable Facade - Braille Block Q
appliedenergistics2:facade:0, Cable Facade - Braille Block R
appliedenergistics2:facade:0, Cable Facade - Braille Block S
appliedenergistics2:facade:0, Cable Facade - Braille Block T
appliedenergistics2:facade:0, Cable Facade - Braille Block U
appliedenergistics2:facade:0, Cable Facade - Braille Block V
appliedenergistics2:facade:0, Cable Facade - Braille Block W
appliedenergistics2:facade:0, Cable Facade - Braille Block X
appliedenergistics2:facade:0, Cable Facade - Braille Block Y
appliedenergistics2:facade:0, Cable Facade - Braille Block Z
appliedenergistics2:facade:0, Cable Facade - Braille Block .
appliedenergistics2:facade:0, Cable Facade - Braille Block ,
appliedenergistics2:facade:0, Cable Facade - Braille Block _
appliedenergistics2:facade:0, Cable Facade - PokéGrass
appliedenergistics2:facade:0, Cable Facade - PokéDirt
appliedenergistics2:facade:0, Cable Facade - PokéSand
appliedenergistics2:facade:0, Cable Facade - PokéSand Small Corner 1
appliedenergistics2:facade:0, Cable Facade - PokéSand Small Corner 2
appliedenergistics2:facade:0, Cable Facade - PokéSand Corner 1
appliedenergistics2:facade:0, Cable Facade - PokéSand Corner 2
appliedenergistics2:facade:0, Cable Facade - PokéSand Corner 3
appliedenergistics2:facade:0, Cable Facade - PokéSand Corner 4
appliedenergistics2:facade:0, Cable Facade - PokéSand Side 1
appliedenergistics2:facade:0, Cable Facade - PokéSand Side 2
appliedenergistics2:facade:0, Cable Facade - PokéSand Side 3
appliedenergistics2:facade:0, Cable Facade - PokéSand Side 4
appliedenergistics2:facade:0, Cable Facade - Ruby Block
appliedenergistics2:facade:0, Cable Facade - Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Sapphire Block
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Amethyst Block
appliedenergistics2:facade:0, Cable Facade - Amethyst Ore
appliedenergistics2:facade:0, Cable Facade - Crystal Block
appliedenergistics2:facade:0, Cable Facade - Ultra Crystal Light
appliedenergistics2:facade:0, Cable Facade - Burst Turf
appliedenergistics2:facade:0, Cable Facade - Block of Aluminium
appliedenergistics2:facade:0, Cable Facade - Crystal Ore
appliedenergistics2:facade:0, Cable Facade - Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Shingles
appliedenergistics2:facade:0, Cable Facade - Shingles Corner 1
appliedenergistics2:facade:0, Cable Facade - Shingles Corner 2
appliedenergistics2:facade:0, Cable Facade - Outside Wall
appliedenergistics2:facade:0, Cable Facade - Inside Wall
appliedenergistics2:facade:0, Cable Facade - Inside Wall Molding
appliedenergistics2:facade:0, Cable Facade - Tree Top
appliedenergistics2:facade:0, Cable Facade - Tree Bottom
appliedenergistics2:facade:0, Cable Facade - Wooden Flooring
appliedenergistics2:facade:0, Cable Facade - Poké Mart Sign
appliedenergistics2:facade:0, Cable Facade - PokéCenter Sign
appliedenergistics2:facade:0, Cable Facade - Sandy Grass
appliedenergistics2:facade:0, Cable Facade - Rock
appliedenergistics2:facade:0, Cable Facade - Cave Rock
appliedenergistics2:facade:0, Cable Facade - Cave Rock Floor
appliedenergistics2:facade:0, Cable Facade - Bridge Block
appliedenergistics2:facade:0, Cable Facade - Spawner Cave Rock
appliedenergistics2:facade:0, Cable Facade - Castle Block
appliedenergistics2:facade:0, Cable Facade - Cracked Castle Block
appliedenergistics2:facade:0, Cable Facade - Brick Castle Block
appliedenergistics2:facade:0, Cable Facade - Brick Castle Block 2
appliedenergistics2:facade:0, Cable Facade - Castle Floor Block
appliedenergistics2:facade:0, Cable Facade - Grey Castle Block
appliedenergistics2:facade:0, Cable Facade - Grey Castle Block 2
appliedenergistics2:facade:0, Cable Facade - Castle Wall Block
appliedenergistics2:facade:0, Cable Facade - Castle Wall Block 2
appliedenergistics2:facade:0, Cable Facade - Castle Wall Block 3
appliedenergistics2:facade:0, Cable Facade - Castle Wall Block 4
appliedenergistics2:facade:0, Cable Facade - White Castle Block
appliedenergistics2:facade:0, Cable Facade - White Castle Block 2
appliedenergistics2:facade:0, Cable Facade - Ice Brick
appliedenergistics2:facade:0, Cable Facade - Ice Pillar Side
appliedenergistics2:facade:0, Cable Facade - Ice Pillar Top
appliedenergistics2:facade:0, Cable Facade - Ice Stone Ore
appliedenergistics2:facade:0, Cable Facade - Ultra White
appliedenergistics2:facade:0, Cable Facade - Ultra Orange
appliedenergistics2:facade:0, Cable Facade - Ultra Magenta
appliedenergistics2:facade:0, Cable Facade - Ultra Light Blue
appliedenergistics2:facade:0, Cable Facade - Ultra Yellow
appliedenergistics2:facade:0, Cable Facade - Ultra Lime
appliedenergistics2:facade:0, Cable Facade - Ultra Pink
appliedenergistics2:facade:0, Cable Facade - Ultra Gray
appliedenergistics2:facade:0, Cable Facade - Ultra Silver
appliedenergistics2:facade:0, Cable Facade - Ultra Cyan
appliedenergistics2:facade:0, Cable Facade - Ultra Purple
appliedenergistics2:facade:0, Cable Facade - Ultra Blue
appliedenergistics2:facade:0, Cable Facade - Ultra Brown
appliedenergistics2:facade:0, Cable Facade - Ultra Green
appliedenergistics2:facade:0, Cable Facade - Ultra Red
appliedenergistics2:facade:0, Cable Facade - Ultra Black
appliedenergistics2:facade:0, Cable Facade - Ultra Sand
appliedenergistics2:facade:0, Cable Facade - Ultra Sandstone
appliedenergistics2:facade:0, Cable Facade - Ultra Smooth Sandstone
appliedenergistics2:facade:0, Cable Facade - White PokeBrick
appliedenergistics2:facade:0, Cable Facade - Orange PokeBrick
appliedenergistics2:facade:0, Cable Facade - Magenta PokeBrick
appliedenergistics2:facade:0, Cable Facade - Light Blue PokeBrick
appliedenergistics2:facade:0, Cable Facade - Yellow PokeBrick
appliedenergistics2:facade:0, Cable Facade - Lime PokeBrick
appliedenergistics2:facade:0, Cable Facade - Pink PokeBrick
appliedenergistics2:facade:0, Cable Facade - Gray PokeBrick
appliedenergistics2:facade:0, Cable Facade - Light Gray PokeBrick
appliedenergistics2:facade:0, Cable Facade - Cyan PokeBrick
appliedenergistics2:facade:0, Cable Facade - Purple PokeBrick
appliedenergistics2:facade:0, Cable Facade - Blue PokeBrick
appliedenergistics2:facade:0, Cable Facade - Brown PokeBrick
appliedenergistics2:facade:0, Cable Facade - Green PokeBrick
appliedenergistics2:facade:0, Cable Facade - Red PokeBrick
appliedenergistics2:facade:0, Cable Facade - Black PokeBrick
appliedenergistics2:facade:0, Cable Facade - Crate
appliedenergistics2:facade:0, Cable Facade - Cobble Ruins 1
appliedenergistics2:facade:0, Cable Facade - Cobble Ruins 2
appliedenergistics2:facade:0, Cable Facade - Cobble Ruins 3
appliedenergistics2:facade:0, Cable Facade - Cobble Ruins 4
appliedenergistics2:facade:0, Cable Facade - Ghost Brick
appliedenergistics2:facade:0, Cable Facade - Ghost Obelisk
appliedenergistics2:facade:0, Cable Facade - Ghost Pillar Side
appliedenergistics2:facade:0, Cable Facade - Ghost Pillar Top
appliedenergistics2:facade:0, Cable Facade - Ghost Plank
appliedenergistics2:facade:0, Cable Facade - Normal Sandstone
appliedenergistics2:facade:0, Cable Facade - Bright Sandstone
appliedenergistics2:facade:0, Cable Facade - Machine Block
appliedenergistics2:facade:0, Cable Facade - Mud
appliedenergistics2:facade:0, Cable Facade - Ocean Block
appliedenergistics2:facade:0, Cable Facade - Water Quartz
appliedenergistics2:facade:0, Cable Facade - Concrete Top
appliedenergistics2:facade:0, Cable Facade - Copper Junk
appliedenergistics2:facade:0, Cable Facade - Ruins Sand
appliedenergistics2:facade:0, Cable Facade - Ultra Jungle Wood
appliedenergistics2:facade:0, Cable Facade - Ultra Dark Wood
appliedenergistics2:facade:0, Cable Facade - Soft Soil
appliedenergistics2:facade:0, Cable Facade - Cactus Plank
appliedenergistics2:facade:0, Cable Facade - tile.structurize.blockSolidSubstitution.name
appliedenergistics2:facade:0, Cable Facade - Placeholderblock
appliedenergistics2:facade:0, Cable Facade - Oak Plain Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Crossed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Left-Right Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Right-Left Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Plain Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Crossed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Right-Left Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Left-Right Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Plain Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Crossed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Right-Left Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Left-Right Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Plain Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Crossed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Right-Left Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Left-Right Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Plain Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Crossed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Right-Left Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Left-Right Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Plain Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Crossed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Right-Left Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Left-Right Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - BarracksTower Placeholder
appliedenergistics2:facade:0, Cable Facade - Waypoint placeholder
appliedenergistics2:facade:0, Cable Facade - Aether Grass
appliedenergistics2:facade:0, Cable Facade - Enchanted Aether Grass
appliedenergistics2:facade:0, Cable Facade - Aether Dirt
appliedenergistics2:facade:0, Cable Facade - Holystone
appliedenergistics2:facade:0, Cable Facade - Mossy Holystone
appliedenergistics2:facade:0, Cable Facade - Holystone Brick
appliedenergistics2:facade:0, Cable Facade - Quicksoil
appliedenergistics2:facade:0, Cable Facade - Icestone
appliedenergistics2:facade:0, Cable Facade - Ambrosium Ore
appliedenergistics2:facade:0, Cable Facade - Zanite Ore
appliedenergistics2:facade:0, Cable Facade - Gravitite Ore
appliedenergistics2:facade:0, Cable Facade - Skyroot Leaves
appliedenergistics2:facade:0, Cable Facade - Golden Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Skyroot Log
appliedenergistics2:facade:0, Cable Facade - Golden Oak Log
appliedenergistics2:facade:0, Cable Facade - Skyroot Plank
appliedenergistics2:facade:0, Cable Facade - Quicksoil Glass
appliedenergistics2:facade:0, Cable Facade - Aerogel
appliedenergistics2:facade:0, Cable Facade - Enchanted Gravitite
appliedenergistics2:facade:0, Cable Facade - Zanite Block
appliedenergistics2:facade:0, Cable Facade - Carved Stone
appliedenergistics2:facade:0, Cable Facade - Sentry Stone
appliedenergistics2:facade:0, Cable Facade - Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Light Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Light Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Carved Stone
appliedenergistics2:facade:0, Cable Facade - Sentry Stone
appliedenergistics2:facade:0, Cable Facade - Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Light Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Light Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Carved Stone
appliedenergistics2:facade:0, Cable Facade - Sentry Stone
appliedenergistics2:facade:0, Cable Facade - Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Light Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Light Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Crystal Leaves
appliedenergistics2:facade:0, Cable Facade - Crystal Fruit Leaves
appliedenergistics2:facade:0, Cable Facade - Holiday Leaves
appliedenergistics2:facade:0, Cable Facade - Decorated Holiday Leaves
appliedenergistics2:facade:0, Cable Facade - Present
appliedenergistics2:facade:0, Cable Facade - Pillar
appliedenergistics2:facade:0, Cable Facade - Pillar Top
appliedenergistics2:facade:0, Cable Facade - Skyroot Double Slab
appliedenergistics2:facade:0, Cable Facade - Carved Double Slab
appliedenergistics2:facade:0, Cable Facade - Angelic Double Slab
appliedenergistics2:facade:0, Cable Facade - Hellfire Double Slab
appliedenergistics2:facade:0, Cable Facade - Holystone Double Slab
appliedenergistics2:facade:0, Cable Facade - Mossy Holystone Double Slab
appliedenergistics2:facade:0, Cable Facade - Holystone Brick Double Slab
appliedenergistics2:facade:0, Cable Facade - Sun Altar
appliedenergistics2:facade:0, Cable Facade - Skyroot Bookshelf
appliedenergistics2:facade:0, Cable Facade - Hellshelf
appliedenergistics2:facade:0, Cable Facade - Water Spring
appliedenergistics2:facade:0, Cable Facade - Oil Spring
appliedenergistics2:facade:0, Cable Facade - tile.decorated.destroy.name
appliedenergistics2:facade:0, Cable Facade - Blueprint (Decoration)
appliedenergistics2:facade:0, Cable Facade - Template (Decoration)
appliedenergistics2:facade:0, Cable Facade - tile.decorated.paper.name
appliedenergistics2:facade:0, Cable Facade - tile.decorated.leather.name
appliedenergistics2:facade:0, Cable Facade - Laser (Decoration)
appliedenergistics2:facade:0, Cable Facade - Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Orange Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Magenta Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Light Blue Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Yellow Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Lime Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Pink Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Gray Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Light Gray Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Cyan Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Purple Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Blue Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Brown Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Green Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Red Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Fabric of Reality
appliedenergistics2:facade:0, Cable Facade - Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Orange Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Magenta Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Light Blue Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Yellow Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Lime Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Pink Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Gray Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Light Gray Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Cyan Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Purple Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Blue Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Brown Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Green Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Red Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Unraveled Fabric
appliedenergistics2:facade:0, Cable Facade - Eternal Fabric
appliedenergistics2:facade:0, Cable Facade - Compact Raw Porkchop
appliedenergistics2:facade:0, Cable Facade - Machine Block
appliedenergistics2:facade:0, Cable Facade - Support Column (Y axis)
appliedenergistics2:facade:0, Cable Facade - Pumpjack Pipe
appliedenergistics2:facade:0, Cable Facade - Chalcopyrite Ore (Copper)
appliedenergistics2:facade:0, Cable Facade - Oil Source (Full)
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Limestone
appliedenergistics2:facade:0, Cable Facade - Burnt Limestone
appliedenergistics2:facade:0, Cable Facade - Limestone Tiles
appliedenergistics2:facade:0, Cable Facade - Cinnamon Wood
appliedenergistics2:facade:0, Cable Facade - Maple Wood
appliedenergistics2:facade:0, Cable Facade - Paperbark Wood
appliedenergistics2:facade:0, Cable Facade - Well
appliedenergistics2:facade:0, Cable Facade - Beehive
appliedenergistics2:facade:0, Cable Facade - Honey Block
appliedenergistics2:facade:0, Cable Facade - Honeycomb Block
appliedenergistics2:facade:0, Cable Facade - Pressed Wax Block
appliedenergistics2:facade:0, Cable Facade - Waxcomb Block
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
appliedenergistics2:paint_ball:5, Paint Ball - Lime
appliedenergistics2:paint_ball:6, Paint Ball - Pink
appliedenergistics2:paint_ball:7, Paint Ball - Gray
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
appliedenergistics2:paint_ball:11, Paint Ball - Blue
appliedenergistics2:paint_ball:12, Paint Ball - Brown
appliedenergistics2:paint_ball:13, Paint Ball - Green
appliedenergistics2:paint_ball:14, Paint Ball - Red
appliedenergistics2:paint_ball:15, Paint Ball - Black
appliedenergistics2:paint_ball:20, Paint Ball - Lumen White
appliedenergistics2:paint_ball:21, Paint Ball - Lumen Orange
appliedenergistics2:paint_ball:22, Paint Ball - Lumen Magenta
appliedenergistics2:paint_ball:23, Paint Ball - Lumen Light Blue
appliedenergistics2:paint_ball:24, Paint Ball - Lumen Yellow
appliedenergistics2:paint_ball:25, Paint Ball - Lumen Lime
appliedenergistics2:paint_ball:26, Paint Ball - Lumen Pink
appliedenergistics2:paint_ball:27, Paint Ball - Lumen Gray
appliedenergistics2:paint_ball:28, Paint Ball - Lumen Light Gray
appliedenergistics2:paint_ball:29, Paint Ball - Lumen Cyan
appliedenergistics2:paint_ball:30, Paint Ball - Lumen Purple
appliedenergistics2:paint_ball:31, Paint Ball - Lumen Blue
appliedenergistics2:paint_ball:32, Paint Ball - Lumen Brown
appliedenergistics2:paint_ball:33, Paint Ball - Lumen Green
appliedenergistics2:paint_ball:34, Paint Ball - Lumen Red
appliedenergistics2:paint_ball:35, Paint Ball - Lumen Black
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, Advanced Card
appliedenergistics2:material:44, Annihilation Core
appliedenergistics2:material:25, Basic Card
appliedenergistics2:material:52, Blank Pattern
appliedenergistics2:material:23, Calculation Processor
appliedenergistics2:material:13, Inscriber Calculation Press
appliedenergistics2:material:16, Printed Calculation Circuit
appliedenergistics2:material:27, Capacity Card
appliedenergistics2:material:53, Crafting Card
appliedenergistics2:material:29, Fuzzy Card
appliedenergistics2:material:31, Inverter Card
appliedenergistics2:material:26, Redstone Card
appliedenergistics2:material:30, Acceleration Card
appliedenergistics2:material:34, 128³ Spatial Component
appliedenergistics2:material:37, 16k ME Storage Component
appliedenergistics2:material:33, 16³ Spatial Component
appliedenergistics2:material:35, 1k ME Storage Component
appliedenergistics2:material:32, 2³ Spatial Component
appliedenergistics2:material:36, 4k ME Storage Component
appliedenergistics2:material:38, 64k ME Storage Component
appliedenergistics2:material:0, Certus Quartz Crystal
appliedenergistics2:material:1, Charged Certus Quartz Crystal
appliedenergistics2:material:2, Certus Quartz Dust
appliedenergistics2:material:39, ME Storage Housing
appliedenergistics2:material:46, Ender Dust
appliedenergistics2:material:24, Engineering Processor
appliedenergistics2:material:14, Inscriber Engineering Press
appliedenergistics2:material:17, Printed Engineering Circuit
appliedenergistics2:material:4, Flour
appliedenergistics2:material:56, 16k ME Fluid Storage Component
appliedenergistics2:material:54, 1k ME Fluid Storage Component
appliedenergistics2:material:55, 4k ME Fluid Storage Component
appliedenergistics2:material:57, 64k ME Fluid Storage Component
appliedenergistics2:material:7, Fluix Crystal
appliedenergistics2:material:8, Fluix Dust
appliedenergistics2:material:9, Fluix Pearl
appliedenergistics2:material:43, Formation Core
appliedenergistics2:material:51, Gold Dust
appliedenergistics2:material:49, Iron Dust
appliedenergistics2:material:22, Logic Processor
appliedenergistics2:material:15, Inscriber Logic Press
appliedenergistics2:material:18, Printed Logic Circuit
appliedenergistics2:material:6, Matter Ball
appliedenergistics2:material:21, Inscriber Name Press
appliedenergistics2:material:3, Nether Quartz Dust
appliedenergistics2:material:10, Pure Certus Quartz Crystal
appliedenergistics2:material:12, Pure Fluix Crystal
appliedenergistics2:material:11, Pure Nether Quartz Crystal
appliedenergistics2:material:48, Quantum Entangled Singularity
appliedenergistics2:material:5, Silicon
appliedenergistics2:material:19, Inscriber Silicon Press
appliedenergistics2:material:20, Printed Silicon
appliedenergistics2:material:47, Singularity
appliedenergistics2:material:45, Sky Stone Dust
appliedenergistics2:material:41, Wireless Receiver
appliedenergistics2:material:42, Wireless Booster
appliedenergistics2:material:40, Wooden Gear
appliedenergistics2:part:300, ME Annihilation Plane
appliedenergistics2:part:120, Cable Anchor
appliedenergistics2:part:20, ME Covered Cable - White
